city,image_url,gps_location,timestamp,price,category,url,description,Video Link,website,report_link
Stuttgart,https://www.w3schools.com/w3images/lights.jpg,"48.879626,8.090377",2023-06-29 01:00:00,257.05,travel,https://example.com/item/26,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://www.w3schools.com/css/img_5terre.jpg,"50.469469,8.894114",2023-02-03 14:00:00,313.14,education,https://example.com/item/27,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,invalid_url,"49.832344,11.720853",2023-07-22 05:00:00,230.14,education,https://example.com/item/28,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://picsum.photos/200/300,"51.6047,9.540304",2023-12-12 18:00:00,363.95,leisure,https://example.com/item/29,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,,"50.712701,10.54407",2023-02-11 22:00:00,131.03,business,https://example.com/item/30,Wireless Bluetooth headphones with noise cancellation and 20-hour battery life,https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.wikipedia.org,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"51.181663,9.252309",2023-12-22 23:00:00,363.43,business,https://example.com/item/31,Organic green tea with natural antioxidants and calming aroma,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bbc.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"50.949354,12.894464",2023-01-21 17:00:00,235.25,education,https://example.com/item/32,Water-resistant smartwatch with heart rate monitor and GPS tracking,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.cnn.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://www.w3schools.com/css/img_5terre.jpg,"50.433711,12.530494",2023-07-19 16:00:00,443.44,education,https://example.com/item/33,Eco-friendly bamboo toothbrush with biodegradable handle,https://www.youtube.com/embed/60ItHLz5WEA,https://www.nytimes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,https://upload.wikimedia.org/wikipedia/commons/4/47/PNG_transparency_demonstration_1.png,"50.171972,9.750392",2023-12-20 16:00:00,281.86,leisure,https://example.com/item/34,4K Ultra HD Smart TV with voice control and streaming apps,https://www.youtube.com/embed/9bZkp7q19f0,https://www.theguardian.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,invalid_url,"51.225517,11.34462",2023-11-02 20:00:00,487.9,education,https://example.com/item/35,"High-protein energy bar with almonds, oats, and dark chocolate",https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.reuters.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,,"52.320838,9.150926",2023-11-03 10:00:00,320.87,leisure,https://example.com/item/36,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://picsum.photos/200/300,"50.495967,10.860021",2023-03-23 09:00:00,150.73,business,https://example.com/item/37,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://upload.wikimedia.org/wikipedia/commons/4/47/PNG_transparency_demonstration_1.png,"51.84277,8.218019",2023-11-22 03:00:00,419.81,business,https://example.com/item/38,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"52.972753,10.349723",2023-07-07 05:00:00,205.29,travel,https://example.com/item/39,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"49.397802,12.41747",2023-08-01 20:00:00,206.43,business,https://example.com/item/40,Wireless Bluetooth headphones with noise cancellation and 20-hour battery life,https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.wikipedia.org,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://www.w3schools.com/css/img_5terre.jpg,"51.738594,12.765359",2023-11-18 05:00:00,64.31,education,https://example.com/item/41,Organic green tea with natural antioxidants and calming aroma,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bbc.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,,"49.653752,10.763825",2023-11-28 14:00:00,296.92,business,https://example.com/item/42,Water-resistant smartwatch with heart rate monitor and GPS tracking,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.cnn.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://picsum.photos/200/300,"50.861462,12.901658",2023-05-08 16:00:00,290.49,leisure,https://example.com/item/43,Eco-friendly bamboo toothbrush with biodegradable handle,https://www.youtube.com/embed/60ItHLz5WEA,https://www.nytimes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://upload.wikimedia.org/wikipedia/commons/4/47/PNG_transparency_demonstration_1.png,"48.376731,9.528485",2023-06-25 09:00:00,210.2,business,https://example.com/item/44,4K Ultra HD Smart TV with voice control and streaming apps,https://www.youtube.com/embed/9bZkp7q19f0,https://www.theguardian.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://www.w3schools.com/css/img_5terre.jpg,"48.954555,9.342374",2023-09-15 05:00:00,452.4,travel,https://example.com/item/45,"High-protein energy bar with almonds, oats, and dark chocolate",https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.reuters.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://www.w3schools.com/css/img_5terre.jpg,"50.426399,9.863434",2023-05-01 10:00:00,107.94,business,https://example.com/item/46,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://www.w3schools.com/w3images/lights.jpg,"49.973457,12.221066",2023-04-03 09:00:00,198.54,leisure,https://example.com/item/47,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,,"52.650084,8.352081",2023-07-28 17:00:00,194.71,leisure,https://example.com/item/48,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,invalid_url,"49.044594,11.355718",2023-10-08 19:00:00,91.53,education,https://example.com/item/49,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://www.w3schools.com/w3images/lights.jpg,"49.793234,9.270818",2023-09-29 16:00:00,266.52,business,https://example.com/item/50,Wireless Bluetooth headphones with noise cancellation and 20-hour battery life,https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.wikipedia.org,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://www.w3schools.com/w3images/lights.jpg,"49.476453,9.612754",2023-03-28 09:00:00,359.5,leisure,https://example.com/item/51,Organic green tea with natural antioxidants and calming aroma,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bbc.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://www.w3schools.com/css/img_5terre.jpg,"52.243349,8.683107",2023-06-24 01:00:00,280.25,travel,https://example.com/item/52,Water-resistant smartwatch with heart rate monitor and GPS tracking,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.cnn.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://upload.wikimedia.org/wikipedia/commons/4/47/PNG_transparency_demonstration_1.png,"51.544555,10.7641",2023-07-12 10:00:00,120.64,education,https://example.com/item/53,Eco-friendly bamboo toothbrush with biodegradable handle,https://www.youtube.com/embed/60ItHLz5WEA,https://www.nytimes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Stuttgart,,"49.482551,10.098904",2023-10-20 23:00:00,219.78,travel,https://example.com/item/54,4K Ultra HD Smart TV with voice control and streaming apps,https://www.youtube.com/embed/9bZkp7q19f0,https://www.theguardian.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"49.281035,11.057569",2023-07-22 07:00:00,51.17,business,https://example.com/item/55,"High-protein energy bar with almonds, oats, and dark chocolate",https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.reuters.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,invalid_url,"48.407971,8.025924",2023-01-16 22:00:00,440.74,business,https://example.com/item/56,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://www.w3schools.com/css/img_5terre.jpg,"51.139472,8.97137",2023-12-02 06:00:00,88.03,business,https://example.com/item/57,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://picsum.photos/200/300,"48.354705,9.983919",2023-09-11 01:00:00,318.78,education,https://example.com/item/58,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"48.253843,12.433086",2023-03-02 05:00:00,493.82,leisure,https://example.com/item/59,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,,"48.138084,10.894324",2023-04-18 23:00:00,291.47,education,https://example.com/item/60,Wireless Bluetooth headphones with noise cancellation and 20-hour battery life,https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.wikipedia.org,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://www.w3schools.com/w3images/lights.jpg,"50.192371,11.360131",2023-09-12 09:00:00,465.82,travel,https://example.com/item/61,Organic green tea with natural antioxidants and calming aroma,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bbc.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://www.w3schools.com/css/img_5terre.jpg,"49.640763,8.775208",2023-09-27 21:00:00,156.25,education,https://example.com/item/62,Water-resistant smartwatch with heart rate monitor and GPS tracking,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.cnn.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,invalid_url,"52.909204,12.194668",2023-12-16 01:00:00,391.98,travel,https://example.com/item/63,Eco-friendly bamboo toothbrush with biodegradable handle,https://www.youtube.com/embed/60ItHLz5WEA,https://www.nytimes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"52.302023,9.251257",2023-05-25 02:00:00,289.07,education,https://example.com/item/64,4K Ultra HD Smart TV with voice control and streaming apps,https://www.youtube.com/embed/9bZkp7q19f0,https://www.theguardian.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"48.194174,9.516328",2023-05-03 04:00:00,374.23,leisure,https://example.com/item/65,"High-protein energy bar with almonds, oats, and dark chocolate",https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.reuters.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,,"50.685412,9.633256",2023-08-25 09:00:00,78.05,travel,https://example.com/item/66,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"52.139345,9.357715",2023-03-25 06:00:00,116.48,business,https://example.com/item/67,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://www.w3schools.com/css/img_5terre.jpg,"52.826259,10.286326",2023-05-12 06:00:00,109.9,business,https://example.com/item/68,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Gull_portrait_ca_usa.jpg,"52.210115,8.9719",2023-06-15 00:00:00,359.22,education,https://example.com/item/69,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,invalid_url,"50.05677,11.497561",2023-04-13 09:00:00,430.0,business,https://example.com/item/70,Wireless Bluetooth headphones with noise cancellation and 20-hour battery life,https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.wikipedia.org,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://www.w3schools.com/w3images/lights.jpg,"48.691765,8.663727",2023-08-09 06:00:00,387.33,travel,https://example.com/item/71,Organic green tea with natural antioxidants and calming aroma,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bbc.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,,"52.847684,11.572976",2023-02-18 01:00:00,63.71,business,https://example.com/item/72,Water-resistant smartwatch with heart rate monitor and GPS tracking,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.cnn.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://www.w3schools.com/w3images/lights.jpg,"48.205338,9.994105",2023-12-10 09:00:00,440.25,leisure,https://example.com/item/73,Eco-friendly bamboo toothbrush with biodegradable handle,https://www.youtube.com/embed/60ItHLz5WEA,https://www.nytimes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Cologne,https://upload.wikimedia.org/wikipedia/commons/4/47/PNG_transparency_demonstration_1.png,"50.167604,11.720213",2023-08-01 22:00:00,209.37,leisure,https://example.com/item/74,4K Ultra HD Smart TV with voice control and streaming apps,https://www.youtube.com/embed/9bZkp7q19f0,https://www.theguardian.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Munich,https://picsum.photos/200/300,"49.254303,8.921668",2023-01-31 21:00:00,228.72,education,https://example.com/item/75,"High-protein energy bar with almonds, oats, and dark chocolate",https://www.youtube.com/embed/dQw4w9WgXcQ,https://www.reuters.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Berlin,https://www.w3schools.com/css/img_5terre.jpg,"48.404365,10.141572",2023-07-21 03:00:00,97.19,travel,https://example.com/item/76,Minimalist leather wallet with RFID protection,https://www.youtube.com/embed/3JZ_D3ELwOQ,https://www.bloomberg.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,invalid_url,"51.4425,8.290968",2023-05-31 18:00:00,381.83,leisure,https://example.com/item/77,Portable USB-C charger with fast charging support,https://www.youtube.com/embed/Zi_XLOBDo_Y,https://www.nationalgeographic.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,,"52.576069,10.211761",2023-06-25 23:00:00,132.03,leisure,https://example.com/item/78,Digital DSLR camera with 24MP sensor and WiFi connectivity,https://www.youtube.com/embed/60ItHLz5WEA,https://www.forbes.com,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
Hamburg,https://images.unsplash.com/photo-1503023345310-bd7c1de61c7d,"49.198937,8.469366",2023-05-18 17:00:00,303.78,travel,https://example.com/item/79,Stainless steel water bottle with vacuum insulation and sleek design,https://www.youtube.com/embed/9bZkp7q19f0,https://www.nasa.gov,https://www.w3.org/WAI/ER/tests/xhtml/testfiles/resources/pdf/dummy.pdf
